tracking_domain,consent_category,vendor_name,tracker_type,tracker_name,tracker_purpose,tracker_duration,3rd_party_sharing,first_found_at,party_type,vendor_description,modified,consent_category_new,tracker_purpose_[language code],vendor_description_[language code]
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,JavaScript,,,,,https://www.CLIENT_X.com.cn/a-w/cookie-notice.html,New Third Party Trackers,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,ETag,,,,,https://www.CLIENT_X.com.cn/a-w/cookie-notice.html,New Third Party Trackers,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
*.akstat.io,Performance cookies,Akamai,Beacon,,,,,https://www.CLIENT_X.com.cn/c-m-ac/household-accessories,New Third Party Trackers,"Akamai is a provider of cloud services for helping enterprises provide secure, high-performing user experiences on any device.",,,,
beacon.speedcurve.com,Performance cookies,Speedcurve,Beacon,,,,,https://www.CLIENT_X.com.cn/c-m-so/power-solutions,New Third Party Trackers,Monitor the front-end performance and build of your website. Compare yourself to others and beat the competition.,,,,
cdn.mouseflow.com,Performance cookies,Mouseflow,JavaScript,,,,,https://www.CLIENT_X.com.cn/c-m-pe/hair-removal,New Third Party Trackers,Mouseflow is a SaaS-based tool for performing web analytics and real-time user studies on websites.,,,,
cdn.mouseflow.com,Performance cookies,Mouseflow,ETag,,,,,https://www.CLIENT_X.com.cn/c-m-pe/hair-removal,New Third Party Trackers,Mouseflow is a SaaS-based tool for performing web analytics and real-time user studies on websites.,,,,
cdn.speedcurve.com,Performance cookies,Speedcurve,JavaScript,,,,,https://www.CLIENT_X.com.cn/,New Third Party Trackers,Monitor the front-end performance and build of your website. Compare yourself to others and beat the competition.,,,,
*.analytics.org.coveo.com,Performance cookies,Coveo Solutions Inc.,Beacon,,,,,https://www.CLIENT_X.com.cn/a-w/about/news/all-news.html,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
*.org.coveo.com,Performance cookies,Coveo Solutions Inc.,Beacon,,,,,https://www.CLIENT_X.com.cn/a-w/about/news/all-news.html,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
CLIENT_X.112.2o7.net,Performance cookies,"Adobe Audience Manager, Adobe Experience Cloud",HTTP Cookie,s_vi,,400,,https://www.CLIENT_X.com.cn/,New Third Party Trackers,Adobe Audience Manager is a data management platform that helps build audience profiles so you can identify your valuable segments and use them across any digital channel.,,,,
CLIENT_Xb2c.my.salesforce-scrt.com,Performance cookies,"Salesforce.com, Inc.",Beacon,,,,,https://www.CLIENT_X.com.cn/c-w/consumer-support/support-contact-page.html,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
