tracking_domain,consent_category,vendor_name,tracker_type,tracker_name,tracker_purpose,tracker_duration,3rd_party_sharing,first_found_at,party_type,vendor_description,modified,consent_category_new,tracker_purpose_[language code],vendor_description_[language code]
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,JavaScript,,,,,https://www.CLIENT_X.ua/a-w/cookie-notice,New Third Party Trackers,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,ETag,,,,,https://www.CLIENT_X.ua/a-w/cookie-notice,New Third Party Trackers,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
beacon.speedcurve.com,Performance cookies,Speedcurve,Beacon,,,,,https://www.CLIENT_X.ua/c-e/au/car-lights/authenticity-check.html,New Third Party Trackers,Monitor the front-end performance and build of your website. Compare yourself to others and beat the competition.,,,,
cdn.speedcurve.com,Performance cookies,Speedcurve,JavaScript,,,,,https://www.CLIENT_X.ua/,New Third Party Trackers,Monitor the front-end performance and build of your website. Compare yourself to others and beat the competition.,,,,
h.online-metrix.net,Performance cookies,LexisNexis Risk Solutions (formerly ThreatMetrix),Beacon,,,,,https://www.CLIENT_X.ua/,New Third Party Trackers,"LexisNexis Risk Solutions uses Big Data, proprietary linking and targeted solutions to provide insights that help make organizations more secure and efficient.",,,,
h64.online-metrix.net,Performance cookies,LexisNexis Risk Solutions (formerly ThreatMetrix),Beacon,,,,,https://www.CLIENT_X.ua/,New Third Party Trackers,"LexisNexis Risk Solutions uses Big Data, proprietary linking and targeted solutions to provide insights that help make organizations more secure and efficient.",,,,
h64.online-metrix.net,Performance cookies,LexisNexis Risk Solutions (formerly ThreatMetrix),JavaScript,,,,,https://www.CLIENT_X.ua/ru/c-p/TAW8506_10/wireless-subwoofer,New Third Party Trackers,"LexisNexis Risk Solutions uses Big Data, proprietary linking and targeted solutions to provide insights that help make organizations more secure and efficient.",,,,
koninklijkeCLIENT_Xnvproduction2k8xfrmr.org.coveo.com,Performance cookies,Coveo Solutions Inc.,Beacon,,,,,https://www.CLIENT_X.ua/a-w/about/news/all-news.html,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
CLIENT_X.112.2o7.net,Performance cookies,"Adobe Audience Manager, Adobe Experience Cloud",HTTP Cookie,s_vi,,400,,https://www.CLIENT_X.ua/,New Third Party Trackers,Adobe Audience Manager is a data management platform that helps build audience profiles so you can identify your valuable segments and use them across any digital channel.,,,,
CLIENT_Xb2c.my.salesforce-scrt.com,Performance cookies,"Salesforce.com, Inc.",Beacon,,,,,https://www.CLIENT_X.ua/c-w/support-home/support-contact-page,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
