tracking_domain,consent_category,vendor_name,tracker_type,tracker_name,tracker_purpose,tracker_duration,3rd_party_sharing,first_found_at,party_type,vendor_description,modified,consent_category_new,tracker_purpose_[language code],vendor_description_[language code]
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,JavaScript,,,,,https://www.usa.CLIENT_X.com/a-w/cookie-notice,New Third Party Trackers,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,ETag,,,,,https://www.usa.CLIENT_X.com/a-w/cookie-notice,New Third Party Trackers,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
analytics-fe.digital-cloud-us-main.medallia.com,Performance cookies,Medallia,Beacon,,,,,https://www.usa.CLIENT_X.com/healthcare,New Third Party Trackers,Medallia provides software-as-a-service customer experience management.,,,,
analytics.twitter.com,Performance cookies,X (formerly Twitter),Beacon,,,,,https://www.usa.CLIENT_X.com/shop/order-search/search-input,New Third Party Trackers,X is an online news and social networking site where people communicate in short messages.,,,,
app.shop.pe,Performance cookies,SafeOpt (Formerly Shop.pe),HTTP Cookie,addshoppers,,400,,https://www.usa.CLIENT_X.com/,New Third Party Trackers,SafeOpt is a free service that enables you to browse online anonymously while magically unlocking verified offers from thousands of privacy-forward brands.,,,,
beacon.speedcurve.com,Performance cookies,Speedcurve,Beacon,,,,,https://www.usa.CLIENT_X.com/healthcare,New Third Party Trackers,Monitor the front-end performance and build of your website. Compare yourself to others and beat the competition.,,,,
c.la1-c2-par.salesforceliveagent.com,Performance cookies,"Salesforce.com, Inc.",JavaScript,,,,,https://www.usa.CLIENT_X.com/c-t/XC000006800/not-enough--no-pasta-is-coming-out-of-my-CLIENT_X-pasta-maker,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
cdn.speedcurve.com,Performance cookies,Speedcurve,JavaScript,,,,,https://www.usa.CLIENT_X.com/,New Third Party Trackers,Monitor the front-end performance and build of your website. Compare yourself to others and beat the competition.,,,,
d.la1-c2-par.salesforceliveagent.com,Performance cookies,"Salesforce.com, Inc.",JavaScript,,,,,https://www.usa.CLIENT_X.com/c-t/XC000006800/not-enough--no-pasta-is-coming-out-of-my-CLIENT_X-pasta-maker,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
d.la11-core1.sfdc-cehfhs.salesforceliveagent.com,Performance cookies,"Salesforce.com, Inc.",JavaScript,,,,,https://www.usa.CLIENT_X.com/c-t/XC000006804/the-mixing-paddle-is-stuck-in-my-CLIENT_X-pasta-maker,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
h.online-metrix.net,Performance cookies,LexisNexis Risk Solutions (formerly ThreatMetrix),Beacon,,,,,https://www.usa.CLIENT_X.com/,New Third Party Trackers,"LexisNexis Risk Solutions uses Big Data, proprietary linking and targeted solutions to provide insights that help make organizations more secure and efficient.",,,,
h64.online-metrix.net,Performance cookies,LexisNexis Risk Solutions (formerly ThreatMetrix),Beacon,,,,,https://www.usa.CLIENT_X.com/,New Third Party Trackers,"LexisNexis Risk Solutions uses Big Data, proprietary linking and targeted solutions to provide insights that help make organizations more secure and efficient.",,,,
h64.online-metrix.net,Performance cookies,LexisNexis Risk Solutions (formerly ThreatMetrix),JavaScript,,,,,https://www.usa.CLIENT_X.com/c-w/support-home/warranty.html,New Third Party Trackers,"LexisNexis Risk Solutions uses Big Data, proprietary linking and targeted solutions to provide insights that help make organizations more secure and efficient.",,,,
img.en25.com,Performance cookies,Oracle Marketing,JavaScript,,,,,https://www.usa.CLIENT_X.com/healthcare/support/distributors,New Third Party Trackers,"Oracle Marketing is a comprehensive, integrated marketing solution available to launch cross-channel marketing programs and unify all prospect and customer marketing signals in a single view.",,,,
koninklijkeCLIENT_Xnvproduction2k8xfrmr.org.coveo.com,Performance cookies,Coveo Solutions Inc.,Beacon,,,,,https://www.usa.CLIENT_X.com/a-w/about/news/all-news.html,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
lux.speedcurve.com,Performance cookies,Speedcurve,JavaScript,,,,,https://www.usa.CLIENT_X.com/healthcare/article/cardiovascular-ultrasound-ai-echocardiography,New Third Party Trackers,Monitor the front-end performance and build of your website. Compare yourself to others and beat the competition.,,,,
CLIENT_X.112.2o7.net,Performance cookies,"Adobe Audience Manager, Adobe Experience Cloud",HTTP Cookie,s_vi,,400,,https://www.usa.CLIENT_X.com/,New Third Party Trackers,Adobe Audience Manager is a data management platform that helps build audience profiles so you can identify your valuable segments and use them across any digital channel.,,,,
CLIENT_Xb2c.file.force.com,Performance cookies,"Salesforce.com, Inc.",Beacon,,,,,https://www.usa.CLIENT_X.com/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
CLIENT_Xb2c.lightning.force.com,Performance cookies,"Salesforce.com, Inc.",Beacon,,,,,https://www.usa.CLIENT_X.com/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
CLIENT_Xb2c.my.salesforce-scrt.com,Performance cookies,"Salesforce.com, Inc.",Beacon,,,,,https://www.usa.CLIENT_X.com/c-w/support-home/support-contact-page,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
