tracking_domain,consent_category,vendor_name,tracker_type,tracker_name,tracker_purpose,tracker_duration,3rd_party_sharing,first_found_at,party_type,vendor_description,modified,consent_category_new,tracker_purpose_[language code],vendor_description_[language code]
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,JavaScript,,,,,https://www.CLIENT_X.iq/a-w/cookie-notice,New Third Party Trackers,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,ETag,,,,,https://www.CLIENT_X.iq/a-w/cookie-notice,New Third Party Trackers,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
agent-versuni.mindtouch.us,Performance cookies,MindTouch,Beacon,,,,,https://www.CLIENT_X.iq/en/c-f/XC000021443/my-CLIENT_X-fan-makes-an-unusual-noise-when-oscillating,New Third Party Trackers,"MindTouch provides self-service cloud software to customers that create experts and improves marketing, sales and support.",,,,
agent-versuni.mindtouch.us,Performance cookies,MindTouch,HTTP Cookie,dekisession,,400,,https://www.CLIENT_X.iq/en/c-f/XC000021443/my-CLIENT_X-fan-makes-an-unusual-noise-when-oscillating,New Third Party Trackers,"MindTouch provides self-service cloud software to customers that create experts and improves marketing, sales and support.",,,,
agent-versuni.mindtouch.us,Performance cookies,MindTouch,HTTP Cookie,mtwebsession,,session,,https://www.CLIENT_X.iq/en/c-f/XC000021443/my-CLIENT_X-fan-makes-an-unusual-noise-when-oscillating,New Third Party Trackers,"MindTouch provides self-service cloud software to customers that create experts and improves marketing, sales and support.",,,,
img.en25.com,Performance cookies,Oracle Marketing,JavaScript,,,,,https://www.CLIENT_X.iq/healthcare,New Third Party Trackers,"Oracle Marketing is a comprehensive, integrated marketing solution available to launch cross-channel marketing programs and unify all prospect and customer marketing signals in a single view.",,,,
*.analytics.org.coveo.com,Performance cookies,Coveo Solutions Inc.,Beacon,,,,,https://www.CLIENT_X.iq/en/healthcare/about/support/resource-center/results,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
*.org.coveo.com,Performance cookies,Coveo Solutions Inc.,Beacon,,,,,https://www.CLIENT_X.iq/en/healthcare/about/support/resource-center/results,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
*.t.eloqua.com,Performance cookies,Oracle Marketing,Beacon,,,,,https://www.CLIENT_X.iq/healthcare,New Third Party Trackers,"Oracle Marketing is a comprehensive, integrated marketing solution available to launch cross-channel marketing programs and unify all prospect and customer marketing signals in a single view.",,,,
*.t.eloqua.com,Performance cookies,Oracle Marketing,JavaScript,,,,,https://www.CLIENT_X.iq/en/healthcare/resources/landing/azurion/flexarm,New Third Party Trackers,"Oracle Marketing is a comprehensive, integrated marketing solution available to launch cross-channel marketing programs and unify all prospect and customer marketing signals in a single view.",,,,
ssl-static.janraincapture.com,Performance cookies,Akamai,JavaScript,,,,,https://www.CLIENT_X.iq/myCLIENT_X#/register-new-product/form/PPX720_INT,New Third Party Trackers,"Akamai is a provider of cloud services for helping enterprises provide secure, high-performing user experiences on any device.",,,,
static.cloud.coveo.com,Performance cookies,Coveo Solutions Inc.,JavaScript,,,,,https://www.CLIENT_X.iq/en/healthcare/about/support/resource-center/results,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
static.cloud.coveo.com,Performance cookies,Coveo Solutions Inc.,ETag,,,,,https://www.CLIENT_X.iq/en/healthcare/about/support/resource-center/results,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
widget-cdn.janraincapture.com,Performance cookies,Akamai,JavaScript,,,,,https://www.CLIENT_X.iq/myCLIENT_X#/register-new-product/form/PPX720_INT,New Third Party Trackers,"Akamai is a provider of cloud services for helping enterprises provide secure, high-performing user experiences on any device.",,,,
widget-cdn.janraincapture.com,Performance cookies,Akamai,ETag,,,,,https://www.CLIENT_X.iq/myCLIENT_X#/register-new-product/form/PPX720_INT,New Third Party Trackers,"Akamai is a provider of cloud services for helping enterprises provide secure, high-performing user experiences on any device.",,,,
i.ytimg.com,Targeted Advertising cookies (including social media),Google Inc.,ETag,,,,,https://www.CLIENT_X.iq/en/c-f/XC000021305/how-do-i-descale-my-CLIENT_X-garment-steamerall-in-one-solution,New Third Party Trackers,"Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.Business Data Responsibility",,,,
img.youtube.com,Targeted Advertising cookies (including social media),Google Advertising Products,ETag,,,,,https://www.CLIENT_X.iq/en/healthcare/product/HCNOCTN281/-,New Third Party Trackers,"Google Ads is an online advertising platform developed by Google, where advertisers pay to display brief advertisements, service offerings, product listings, video content and generate mobile application installs within the Google ad network to web users.Business Data Responsibility",,,,
www.accounts.CLIENT_X.com,Targeted Advertising cookies (including social media),Koninklijke CLIENT_X N.V.,JavaScript,,,,,https://www.CLIENT_X.iq/myCLIENT_X#/register-new-product/form/PPX720_INT,New Third Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving lives through innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.accounts.CLIENT_X.com,Targeted Advertising cookies (including social media),Koninklijke CLIENT_X N.V.,ETag,,,,,https://www.CLIENT_X.iq/myCLIENT_X#/register-new-product/form/PPX720_INT,New Third Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving lives through innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.crsc.CLIENT_X.com,Targeted Advertising cookies (including social media),Koninklijke CLIENT_X N.V.,JavaScript,,,,,https://www.CLIENT_X.iq/myCLIENT_X#/register-new-product/form/PPX720_INT,New Third Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving lives through innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.crsc.CLIENT_X.com,Targeted Advertising cookies (including social media),Koninklijke CLIENT_X N.V.,ETag,,,,,https://www.CLIENT_X.iq/myCLIENT_X#/register-new-product/form/PPX720_INT,New Third Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving lives through innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.com,Targeted Advertising cookies (including social media),Koninklijke CLIENT_X N.V.,ETag,,,,,https://www.CLIENT_X.iq/en/c-f/XC000003591/what-kind-of-food-can-i-make-in-my-CLIENT_X-airfryer,New Third Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving lives through innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.static.accounts.CLIENT_X.com,Targeted Advertising cookies (including social media),Koninklijke CLIENT_X N.V.,JavaScript,,,,,https://www.CLIENT_X.iq/myCLIENT_X#/register-new-product/form/PPX720_INT,New Third Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving lives through innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.iq,Essential cookies,CLIENT_X - Iraq,HTTP Cookie,cf_clearance,,365,,https://www.CLIENT_X.iq/,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.iq,Essential cookies,CLIENT_X - Iraq,HTTP Cookie,s_eVar8,,session,,https://www.CLIENT_X.iq/,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
